Country,Country Code,Indicator Name,Indicator Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
South Sudan,SSD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,43.5187561,44.22592683,44.92514634,45.60287805,46.24665854,46.8455122,47.39395122,47.89846341,48.36758537,48.80629268,49.21907317,49.61190244,49.9932439,50.37409756,50.76241463,51.17014634,51.60731707,52.07439024,52.56987805,53.0912439,53.63197561,54.18307317,54.733,55.27231707,55.7964878,56.30258537,,
Sub-Saharan Africa,SSF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,49.85147113,49.84779026,49.85054649,49.85756477,49.87627109,49.90363593,49.94486588,50.01410677,50.11728851,50.27765486,50.51250294,50.83722093,51.26482756,51.78669705,52.39773954,53.08506134,53.83214224,54.61311643,55.40034528,56.17305571,56.9113617,57.60308526,58.24907519,58.8486612,59.39987928,59.90182611,,
Small states,SST,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.13434229,64.22438133,64.27022772,64.12357617,63.95447252,63.86576364,63.79654564,63.66226429,63.37466528,63.24430102,63.18001221,63.14224678,63.29544226,63.42062523,63.71618111,64.1047214,64.53711365,65.0444814,65.58863016,66.14156483,66.64989947,67.11482852,67.52868256,67.92739376,68.26977195,68.57721416,,
Sao Tome and Principe,STP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.77143902,61.93453659,62.09509756,62.25514634,62.41470732,62.57026829,62.71831707,62.85990244,62.99746341,63.13702439,63.29253659,63.4795122,63.70492683,63.96973171,64.26795122,64.58356098,64.89604878,65.18492683,65.43570732,65.64292683,65.80860976,65.94080488,66.05653659,66.17134146,66.29070732,66.41665854,,
Suriname,SUR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.50187805,67.5804878,67.65107317,67.71207317,67.76397561,67.80573171,67.83434146,67.85187805,67.86641463,67.8864878,67.92917073,68.01197561,68.14397561,68.32963415,68.56597561,68.846,69.15721951,69.48007317,69.796,70.09441463,70.3642439,70.60039024,70.80682927,70.98853659,71.14697561,71.28619512,,
Slovakia,SVK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.93268293,70.88292683,71.79512195,72.44878049,72.3,72.25365854,72.65365854,72.70487805,72.55121951,72.90243902,73.05121951,73.40243902,73.60487805,73.60487805,73.95853659,73.90487805,74.20487805,74.20731707,74.70487805,74.9097561,75.11219512,75.95853659,76.1097561,76.41219512,76.81219512,77.21219512,,
Slovenia,SVN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.20487805,73.35365854,73.30487805,73.25365854,73.40487805,73.95853659,74.45853659,74.70731707,74.80731707,75.0097561,75.41219512,75.75853659,76.00731707,76.85853659,77.20731707,77.61219512,78.08658537,78.56097561,78.76585366,78.97073171,79.42195122,79.97073171,80.12439024,80.32195122,81.07804878,81.07804878,,
Sweden,SWE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.53682927,77.66682927,77.99878049,78.0604878,78.6502439,78.7404878,78.95902439,79.19756098,79.33902439,79.44146341,79.64390244,79.79512195,79.84634146,80.09512195,80.49756098,80.54634146,80.74878049,80.9,81.1,81.35121951,81.45121951,81.80243902,81.70487805,81.95609756,82.25365854,82.55121951,,
Swaziland,SWZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.2252439,60.00756098,59.49282927,58.69517073,57.64021951,56.3452439,54.83653659,53.19121951,51.5097561,49.8884878,48.44217073,47.27053659,46.42112195,45.92402439,45.80341463,46.07482927,46.72782927,47.67997561,48.83509756,50.11860976,51.44819512,52.75373171,53.99043902,55.11929268,56.10146341,56.91236585,,
Sint Maarten (Dutch part),SXM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,74.54390244,74.53658537,75.58780488,,,73.05365854,,,,,
Seychelles,SYC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,70.67073171,,,,,71.41463415,,,,,72.95365854,71.02926829,72.6097561,72.13170732,72.21707317,73.19268293,73.16341463,73.03414634,73.19756098,72.72439024,74.22682927,73.1195122,73.22926829,73.22926829,,
Syria,SYR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.55204878,70.86895122,71.16373171,71.44036585,71.70436585,71.9567561,72.20007317,72.43290244,72.65673171,72.87363415,73.10229268,73.36704878,73.66680488,73.98178049,74.28002439,74.48192683,74.49219512,74.26519512,73.79846341,73.1294878,72.33982927,71.53943902,70.8514878,70.37543902,70.16321951,70.25265854,,
Turks and Caicos Islands,TCA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,46.92385366,47.02558537,47.12136585,47.21731707,47.3144878,47.4065122,47.48192683,47.53270732,47.55929268,47.56860976,47.57058537,47.58112195,47.61509756,47.69090244,47.82241463,48.0275122,48.32207317,48.70109756,49.15368293,49.66336585,50.20634146,50.7522439,51.2747561,51.7545122,52.18107317,52.55395122,,
East Asia & Pacific (IDA & IBRD countries),TEA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.10003941,68.28341806,68.4663644,68.65723634,68.86203448,69.09120746,69.35310165,69.64694954,69.96932494,70.31527962,70.67723369,71.04588091,71.40940517,71.75755508,72.08461739,72.38507081,72.65773106,72.90613215,73.13580954,73.34833986,73.5442134,73.72732328,73.89902227,74.06398866,74.22379227,74.38078,,
Europe & Central Asia (IDA & IBRD countries),TEC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.51875166,68.26719723,67.73231115,67.01138465,66.80349818,66.87143945,67.34986691,67.92450398,68.2628432,68.13996774,68.24035788,68.44897041,68.49714621,68.62307161,68.94600374,69.07836694,69.65673271,70.1219901,70.4131024,70.96717347,71.2870766,71.83632601,72.13327428,72.50947789,72.74292048,72.94809221,,
Togo,TGO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,55.84843902,55.83502439,55.69768293,55.45019512,55.11343902,54.72487805,54.32760976,53.96990244,53.69,53.51504878,53.45970732,53.52260976,53.6787561,53.90812195,54.20419512,54.57290244,55.02312195,55.55370732,56.15007317,56.79068293,57.4425122,58.06860976,58.64456098,59.15046341,59.57634146,59.92370732,,
Thailand,THA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.23060976,70.2872439,70.27307317,70.23743902,70.20702439,70.20060976,70.22787805,70.28239024,70.36263415,70.47556098,70.63260976,70.84319512,71.10507317,71.41197561,71.75670732,72.1265122,72.50863415,72.88753659,73.25026829,73.58741463,73.89419512,74.16739024,74.41680488,74.64765854,74.86404878,75.068,,
Tajikistan,TJK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.10378049,62.86409756,62.72690244,62.73536585,62.90514634,63.22456098,63.65858537,64.14478049,64.63285366,65.10187805,65.54360976,65.96646341,66.39070732,66.82956098,67.28109756,67.73839024,68.19407317,68.63770732,69.05787805,69.44909756,69.80236585,70.11360976,70.38473171,70.62119512,70.82697561,71.00712195,,
Turkmenistan,TKM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.70146341,62.68890244,62.67934146,62.68846341,62.72787805,62.80170732,62.91,63.04468293,63.20070732,63.37704878,63.57717073,63.80556098,64.06263415,64.34682927,64.65312195,64.97646341,65.31187805,65.65131707,65.9857561,66.30714634,66.60539024,66.87290244,67.10912195,67.31404878,67.49068293,67.64104878,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.55971199,67.92453396,68.3010356,68.68559223,69.07847074,69.47468268,69.86977781,70.25864396,70.63373824,70.99399064,71.33540117,71.6569172,71.96120239,72.24936437,72.52528734,72.7908023,73.04910848,73.302092,73.55188818,73.79845702,74.0420487,74.28091804,74.5132759,74.73790151,74.95507474,75.16584183,,
Timor-Leste,TLS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,48.48473171,49.34426829,50.28026829,51.31841463,52.46341463,53.68831707,54.94312195,56.1655122,57.31087805,58.3657561,59.34697561,60.29058537,61.23763415,62.20790244,63.19297561,64.15560976,65.04636585,65.82073171,66.45187805,66.9387561,67.30046341,67.57229268,67.80414634,68.03782927,68.29295122,68.58002439,,
Middle East & North Africa (IDA & IBRD countries),TMN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.10254233,65.72111679,66.2694087,66.76398942,67.21091811,67.61712708,67.98847012,68.33054819,68.64966354,68.95163376,69.24178176,69.52450348,69.80017181,70.06988058,70.33606494,70.59820259,70.85450548,71.10088635,71.33345003,71.55301397,71.76190266,71.96592607,72.16976707,72.37593846,72.58283577,72.78920326,,
Tonga,TON,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.58231707,69.69304878,69.79721951,69.90073171,70.00646341,70.11926829,70.2385122,70.36368293,70.49285366,70.62507317,70.76095122,70.89960976,71.0392439,71.17953659,71.32007317,71.45897561,71.59778049,71.73592683,71.87390244,72.01114634,72.14819512,72.28597561,72.42397561,72.56212195,72.70136585,72.84017073,,
South Asia (IDA & IBRD),TSA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,58.20399185,58.69239339,59.18845223,59.68450154,60.17598886,60.65818566,61.12772872,61.58483792,62.02892802,62.45947731,62.876685,63.28104402,63.67715634,64.06858717,64.45710161,64.84793714,65.2434613,65.64452281,66.04733525,66.44923186,66.84308693,67.22095963,67.57733562,67.90665104,68.20916845,68.48545298,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,49.85147113,49.84779026,49.85054649,49.85756477,49.87627109,49.90363593,49.94486588,50.01410677,50.11728851,50.27765486,50.51250294,50.83722093,51.26482756,51.78669705,52.39773954,53.08506134,53.83214224,54.61311643,55.40034528,56.17305571,56.9113617,57.60308526,58.24907519,58.8486612,59.39987928,59.90182611,,
Trinidad and Tobago,TTO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.02290244,68.11058537,68.19163415,68.26412195,68.32809756,68.3837561,68.43082927,68.47260976,68.51131707,68.55156098,68.59643902,68.64895122,68.71043902,68.78426829,68.87182927,68.97853659,69.10734146,69.25714634,69.42441463,69.60556098,69.79253659,69.97731707,70.15290244,70.31485366,70.45965854,70.58885366,,
Tunisia,TUN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.82709756,69.44556098,70.04312195,70.60190244,71.11395122,71.57534146,71.98560976,72.35268293,72.68353659,72.98360976,73.25382927,73.49960976,73.72139024,73.92314634,74.10687805,74.27217073,74.41514634,74.53541463,74.63697561,74.72529268,74.81126829,74.90668293,75.01890244,75.15429268,75.31434146,75.49704878,,
Turkey,TUR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.28234146,64.78309756,65.30021951,65.83790244,66.39873171,66.98192683,67.58621951,68.19968293,68.81226829,69.41539024,69.99934146,70.55580488,71.08197561,71.57419512,72.02987805,72.44812195,72.82912195,73.17812195,73.50282927,73.80631707,74.09404878,74.36941463,74.63629268,74.89604878,75.15214634,75.40709756,,
Tuvalu,TUV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,TZA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,50.18365854,49.93290244,49.70065854,49.52187805,49.42607317,49.44017073,49.58656098,49.86360976,50.26768293,50.7972439,51.45585366,52.24012195,53.13014634,54.09834146,55.11704878,56.15390244,57.17790244,58.16982927,59.11812195,60.01043902,60.85568293,61.67443902,62.48729268,63.30560976,64.1184878,64.90331707,,
Uganda,UGA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,45.57107317,45.1262439,44.74729268,44.45717073,44.28585366,44.2722439,44.45265854,44.83239024,45.40226829,46.14868293,47.05117073,48.08036585,49.19085366,50.33358537,51.46985366,52.56680488,53.60395122,54.58156098,55.49546341,56.3322439,57.07763415,57.722,58.27482927,58.74902439,59.15580488,59.5087561,,
Ukraine,UKR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.13658537,68.87804878,69.06829268,68.47560976,67.83853659,67.13707317,66.88780488,67.29536585,67.98878049,68.21341463,67.8595122,68.28707317,68.27560976,68.21073171,68.18536585,67.95682927,68.07756098,68.22219512,68.25146341,69.19,70.26536585,70.80926829,70.94414634,71.1595122,71.18658537,71.1895122,,
Upper middle income,UMC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.6197874,68.80378586,68.87875356,68.93680998,69.11376664,69.35617713,69.68280839,70.02458513,70.34860358,70.60895163,70.91929542,71.25175371,71.56304712,71.8792524,72.21392765,72.50155664,72.84732116,73.15843694,73.4273968,73.72044375,73.95607316,74.23684128,74.47654368,74.71816553,74.92436697,75.11854968,,
Uruguay,URY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.53953659,72.71904878,72.90680488,73.10485366,73.3162439,73.53843902,73.76987805,74.005,74.23817073,74.46634146,74.68597561,74.89604878,75.09556098,75.2845122,75.46441463,75.63470732,75.79641463,75.95153659,76.10158537,76.25009756,76.39612195,76.54219512,76.68836585,76.83465854,76.98209756,77.13163415,,
United States,USA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.21463415,75.36585366,75.61707317,75.4195122,75.6195122,75.62195122,76.02682927,76.42926829,76.5804878,76.58292683,76.63658537,76.83658537,76.93658537,77.03658537,77.48780488,77.48780488,77.68780488,77.98780488,78.03902439,78.3902439,78.54146341,78.64146341,78.74146341,78.74146341,78.74146341,78.74146341,,
Uzbekistan,UZB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.34295122,66.3005122,66.2585122,66.23960976,66.25639024,66.31687805,66.42102439,66.55821951,66.71890244,66.90158537,67.10231707,67.32014634,67.55363415,67.80080488,68.0602439,68.33546341,68.63202439,68.95090244,69.2865122,69.6307561,69.96843902,70.28341463,70.56302439,70.80068293,70.99339024,71.14568293,,
St. Vincent and the Grenadines,VCT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.07409756,70.23385366,70.36353659,70.462,70.53063415,70.57187805,70.58614634,70.58253659,70.57119512,70.56426829,70.577,70.62419512,70.71302439,70.84453659,71.01668293,71.22429268,71.45460976,71.69229268,71.92312195,72.13892683,72.3342439,72.50707317,72.66263415,72.80658537,72.9395122,73.06495122,,
Venezuela,VEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.82860976,69.99441463,70.18802439,70.40943902,70.65621951,70.92692683,71.21570732,71.51226829,71.80539024,72.08626829,72.34612195,72.57560976,72.77526829,72.94456098,73.08643902,73.20382927,73.30204878,73.39041463,73.47826829,73.5715122,73.67514634,73.79419512,73.9262439,74.07041463,74.22614634,74.3915122,,
British Virgin Islands,VGB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.23585366,74.49195122,74.74704878,75.00265854,75.25729268,75.50992683,75.75902439,76.00253659,76.23697561,76.46185366,76.6195122,77.87317073,78.02439024,78.17317073,78.72439024,78.52439024,78.62439024,78.82439024,78.92439024,79.07317073,79.17317073,79.37317073,79.47317073,79.62439024,79.77317073,79.87317073,,
Vietnam,VNM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.41819512,70.70807317,70.99546341,71.28241463,71.5684878,71.85221951,72.13156098,72.4035122,72.6645122,72.91353659,73.14858537,73.36958537,73.57656098,73.77253659,73.95902439,74.13712195,74.30839024,74.47487805,74.63865854,74.80319512,74.97043902,75.14285366,75.32134146,75.50534146,75.69529268,75.89119512,,
Vanuatu,VUT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.19685366,63.64778049,64.10341463,64.55934146,65.01214634,65.45934146,65.8994878,66.33009756,66.75119512,67.15982927,67.555,67.9362439,68.30353659,68.65785366,68.99819512,69.32604878,69.64287805,69.94863415,70.24385366,70.529,70.80312195,71.0647561,71.31343902,71.54917073,71.772,71.98490244,,
World,WLD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.43431634,65.62391518,65.78967888,65.9170838,66.12737531,66.32595047,66.61517664,66.91332879,67.17311965,67.40727714,67.68493124,67.98243113,68.24909482,68.52261611,68.8625137,69.13615307,69.47557909,69.79463073,70.08453335,70.40674945,70.68495745,70.97376295,71.21697592,71.46206472,71.69170194,71.88880421,,
Samoa,WSM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.04041463,65.55895122,66.07002439,66.56914634,67.05180488,67.51302439,67.94726829,68.35453659,68.73829268,69.10056098,69.44831707,69.78909756,70.12939024,70.47670732,70.83402439,71.20734146,71.59812195,72.00331707,72.41495122,72.82702439,73.23002439,73.6125122,73.9674878,74.2905122,74.58007317,74.83870732,,
Kosovo,XKX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.74878049,67.94878049,68.1,68.24878049,68.4,68.55121951,68.7,68.85121951,68.95121951,66.95121951,67.95121951,67.99756098,67.94390244,68.19512195,68.44634146,68.69512195,68.94634146,69.19756098,69.39756098,69.64878049,69.9,70.14878049,70.49756098,70.79756098,71.09756098,71.34634146,,
Yemen,YEM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,57.76419512,58.11090244,58.41863415,58.70287805,58.97263415,59.23441463,59.48570732,59.7255122,59.95382927,60.17614634,60.40443902,60.64921951,60.91543902,61.20712195,61.52173171,61.85529268,62.20082927,62.54634146,62.88134146,63.20031707,63.4982439,63.77560976,64.03339024,64.27707317,64.50717073,64.72568293,,
South Africa,ZAF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.13568293,62.30597561,62.31202439,62.14778049,61.80785366,61.27385366,60.53443902,59.62114634,58.58543902,57.48270732,56.36831707,55.29465854,54.31495122,53.49043902,52.88031707,52.56317073,52.60460976,52.99702439,53.70407317,54.68346341,55.86960976,57.18107317,58.52041463,59.80007317,60.95478049,61.93409756,,
Zambia,ZMB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,45.02763415,44.45492683,43.96912195,43.58109756,43.30929268,43.17214634,43.18109756,43.33658537,43.63602439,44.07980488,44.67031707,45.40997561,46.28621951,47.28207317,48.37946341,49.57492683,50.87143902,52.25409756,53.68846341,55.13158537,56.5244878,57.80860976,58.9474878,59.92019512,60.71534146,61.33958537,,
Zimbabwe,ZWE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,57.96573171,56.74965854,55.37273171,53.89239024,52.36558537,50.84178049,49.36136585,47.96458537,46.70209756,45.63217073,44.81356098,44.28758537,44.06063415,44.13063415,44.50595122,45.21095122,46.26704878,47.63585366,49.24943902,51.02890244,52.87780488,54.69719512,56.40770732,57.9405122,59.24431707,60.27934146,,
